date,재배지역_평균기온,재배지역_평균운량,재배지역_일강수량,재배지역_일교차
2016-01-01,0.3,1.11,0.0,12.05
2016-01-02,3.61,1.31,0.0,13.11
2016-01-03,4.66,1.54,0.0,13.8
2016-01-04,4.72,0.92,0.0,10.44
2016-01-05,0.14,0.68,0.0,7.07
2016-01-06,0.36,1.13,0.0,10.43
2016-01-07,0.61,0.29,0.0,6.44
2016-01-08,-0.28,0.41,0.0,7.64
2016-01-09,0.86,0.9,0.0,9.0
2016-01-10,1.69,0.64,0.0,9.89
2016-01-11,-0.69,0.31,0.0,9.01
2016-01-12,-2.34,0.33,0.0,11.16
2016-01-13,-1.49,1.09,0.86,6.79
2016-01-14,-1.68,0.72,0.16,9.12
2016-01-15,-0.5,0.51,0.04,12.05
2016-01-16,0.92,1.52,0.04,11.61
2016-01-17,1.17,1.33,2.63,6.23
2016-01-18,-2.19,1.05,0.86,9.65
2016-01-19,-7.77,0.08,0.28,4.76
2016-01-20,-7.1,0.53,0.0,8.24
2016-01-21,-5.02,0.88,0.0,7.78
2016-01-22,-4.63,1.05,0.0,10.59
2016-01-23,-7.38,0.84,0.0,7.56
2016-01-24,-11.31,0.0,2.18,6.21
2016-01-25,-7.09,0.2,0.0,13.45
2016-01-26,-2.23,1.13,0.16,10.45
2016-01-27,-0.1,0.53,0.0,11.54
2016-01-28,-0.07,1.41,3.92,9.0
2016-01-29,2.24,1.43,6.16,3.93
2016-01-30,2.37,0.68,0.0,8.99
2016-01-31,-0.84,0.82,0.0,6.05
2016-02-01,-3.15,0.18,0.0,7.64
2016-02-02,-3.67,0.0,0.0,12.11
2016-02-03,-2.3,0.47,0.0,14.07
2016-02-04,-0.35,0.78,0.0,12.33
2016-02-05,-0.86,0.57,0.0,11.37
2016-02-06,-1.52,0.0,0.06,9.76
2016-02-07,-2.57,0.23,0.0,14.36
2016-02-08,1.7,1.25,0.0,14.75
2016-02-09,2.17,0.16,0.0,10.38
2016-02-10,1.92,0.0,0.0,18.05
2016-02-11,6.64,1.29,0.11,16.57
2016-02-12,9.98,2.05,20.71,5.8
2016-02-13,12.67,2.05,7.94,9.44
2016-02-14,0.54,1.72,0.4,13.62
2016-02-15,-3.15,0.49,0.02,6.63
2016-02-16,-0.47,0.84,0.69,7.75
2016-02-17,0.87,0.06,0.14,10.86
2016-02-18,2.57,0.88,0.0,13.82
2016-02-19,3.62,1.54,0.0,10.4
2016-02-20,3.07,0.41,0.0,11.05
2016-02-21,0.48,0.57,0.0,10.6
2016-02-22,2.47,1.95,0.02,8.34
2016-02-23,2.89,1.11,0.06,10.59
2016-02-24,-1.32,0.0,0.0,8.66
2016-02-25,-0.16,0.62,0.0,13.11
2016-02-26,1.89,0.98,1.24,8.76
2016-02-27,4.99,1.54,1.57,10.52
2016-02-28,3.89,1.33,6.66,12.61
2016-02-29,-2.04,0.51,1.07,6.23
2016-03-01,-1.63,0.39,0.0,12.22
2016-03-02,2.5,1.35,0.0,16.35
2016-03-03,6.47,1.23,0.0,18.24
2016-03-04,9.11,1.35,14.28,8.26
2016-03-05,12.46,1.8,36.0,7.03
2016-03-06,10.96,0.88,0.37,11.67
2016-03-07,9.71,1.64,0.0,14.04
2016-03-08,6.19,1.74,1.3,6.87
2016-03-09,3.55,0.84,0.0,8.52
2016-03-10,1.06,0.47,0.0,7.7
2016-03-11,0.5,0.02,0.0,9.93
2016-03-12,2.45,1.19,0.0,14.26
2016-03-13,3.91,1.52,0.0,8.36
2016-03-14,4.1,0.74,0.0,11.45
2016-03-15,5.96,0.82,0.0,17.67
2016-03-16,8.44,0.57,0.0,14.01
2016-03-17,9.61,1.29,0.0,20.09
2016-03-18,11.18,1.05,6.4,6.41
2016-03-19,10.57,0.0,0.0,12.97
2016-03-20,8.88,0.08,0.0,12.77
2016-03-21,9.06,0.0,0.0,14.56
2016-03-22,9.22,0.82,0.0,17.15
2016-03-23,8.89,0.82,0.0,10.49
2016-03-24,6.56,0.08,0.1,12.71
2016-03-25,6.06,0.29,0.13,11.41
2016-03-26,5.7,0.2,0.0,13.41
2016-03-27,7.02,0.18,0.0,14.24
2016-03-28,8.99,0.16,0.0,19.07
2016-03-29,11.18,1.39,0.0,15.12
2016-03-30,13.1,0.64,0.0,15.77
2016-03-31,12.37,0.98,0.0,17.58
2016-04-01,14.03,0.53,0.0,21.19
2016-04-02,14.81,0.57,0.0,17.97
2016-04-03,12.06,1.72,10.89,6.16
2016-04-04,11.57,0.84,1.62,6.76
2016-04-05,11.87,0.29,0.0,15.26
2016-04-06,12.57,1.5,18.22,17.14
2016-04-07,12.7,1.29,24.9,9.21
2016-04-08,13.92,1.21,0.0,15.34
2016-04-09,15.17,1.64,0.0,15.8
2016-04-10,15.03,1.19,0.98,15.69
2016-04-11,12.18,0.06,0.0,9.96
2016-04-12,13.77,1.31,0.09,13.49
2016-04-13,14.62,1.15,9.63,6.4
2016-04-14,15.18,0.74,0.0,12.63
2016-04-15,14.58,0.51,0.0,17.95
2016-04-16,14.68,1.56,14.44,12.64
2016-04-17,12.83,1.15,9.62,8.12
2016-04-18,13.19,0.88,0.83,11.24
2016-04-19,12.71,1.15,0.0,13.34
2016-04-20,14.33,1.82,0.11,13.11
2016-04-21,13.71,1.91,28.85,6.28
2016-04-22,17.39,1.6,0.0,14.82
2016-04-23,16.02,1.54,0.0,9.6
2016-04-24,15.24,0.59,0.0,16.74
2016-04-25,16.41,0.2,0.0,18.85
2016-04-26,18.51,1.25,1.21,19.0
2016-04-27,13.04,2.01,24.44,5.35
2016-04-28,14.51,1.09,2.59,10.48
2016-04-29,14.64,0.27,0.0,13.95
2016-04-30,16.41,1.05,0.0,17.94
2016-05-01,18.09,0.9,0.0,18.59
2016-05-02,19.11,1.52,5.47,15.51
2016-05-03,15.31,2.03,14.93,8.43
2016-05-04,16.94,0.27,0.03,11.13
2016-05-05,18.44,0.82,0.66,19.19
2016-05-06,19.61,1.84,0.25,8.9
2016-05-07,16.99,0.59,0.0,12.6
2016-05-08,17.86,1.02,0.0,17.64
2016-05-09,18.62,1.64,0.0,10.03
2016-05-10,14.26,1.97,21.86,5.32
2016-05-11,16.64,0.41,1.25,11.33
2016-05-12,18.16,0.74,0.0,14.56
2016-05-13,16.95,0.72,0.0,10.6
2016-05-14,18.52,1.05,0.0,14.48
2016-05-15,18.76,1.7,12.86,12.56
2016-05-16,14.74,0.68,11.07,12.13
2016-05-17,17.53,0.0,0.0,20.24
2016-05-18,20.74,0.27,0.0,20.11
2016-05-19,20.74,0.0,0.0,17.51
2016-05-20,20.75,0.39,0.0,18.16
2016-05-21,20.63,0.82,0.0,16.03
2016-05-22,20.75,0.98,0.0,17.38
2016-05-23,21.68,1.52,0.0,16.42
2016-05-24,17.9,1.33,20.48,7.86
2016-05-25,19.05,1.54,0.0,13.75
2016-05-26,20.68,1.52,0.0,12.44
2016-05-27,22.62,1.56,0.0,11.82
2016-05-28,21.12,0.53,0.02,11.37
2016-05-29,20.35,0.84,0.73,11.26
2016-05-30,22.12,0.0,0.0,14.86
2016-05-31,21.8,0.74,0.0,13.7
2016-06-01,21.8,0.53,0.0,11.91
2016-06-02,21.37,0.16,0.0,15.74
2016-06-03,22.01,0.88,0.0,14.73
2016-06-04,19.15,1.8,3.91,5.91
2016-06-05,21.89,0.64,0.0,14.57
2016-06-06,19.54,1.66,0.47,4.67
2016-06-07,21.84,1.02,0.15,9.04
2016-06-08,21.54,0.92,0.43,7.35
2016-06-09,23.1,0.8,0.0,12.71
2016-06-10,23.8,0.7,0.0,12.48
2016-06-11,23.93,1.62,5.54,9.87
2016-06-12,23.07,1.76,0.2,5.94
2016-06-13,23.77,0.98,0.0,10.09
2016-06-14,23.41,1.43,0.0,10.83
2016-06-15,21.76,1.93,12.87,7.51
2016-06-16,22.15,0.98,0.15,7.5
2016-06-17,23.3,0.39,0.0,13.18
2016-06-18,24.3,0.23,0.11,13.35
2016-06-19,24.88,0.9,0.08,10.63
2016-06-20,23.63,1.41,2.6,11.28
2016-06-21,24.34,1.33,0.73,8.81
2016-06-22,23.41,1.35,1.76,6.44
2016-06-23,25.33,1.35,0.14,11.07
2016-06-24,22.04,1.62,23.79,5.86
2016-06-25,22.9,0.49,0.0,9.39
2016-06-26,23.2,0.23,0.0,12.81
2016-06-27,22.5,1.25,0.0,10.56
2016-06-28,23.04,1.19,0.06,10.26
2016-06-29,23.35,1.56,0.08,7.78
2016-06-30,24.47,1.97,1.31,9.67
2016-07-01,24.5,2.03,54.33,6.17
2016-07-02,23.76,1.7,30.38,5.71
2016-07-03,22.27,1.52,24.55,4.61
2016-07-04,22.74,1.95,35.5,4.65
2016-07-05,26.41,2.05,24.45,8.19
2016-07-06,24.45,1.7,82.81,5.6
2016-07-07,24.79,1.7,3.89,10.19
2016-07-08,25.72,0.41,0.07,11.75
2016-07-09,27.1,0.62,0.0,11.73
2016-07-10,26.6,1.35,0.0,10.35
2016-07-11,26.02,1.64,1.53,7.86
2016-07-12,25.36,1.64,3.53,6.37
2016-07-13,26.02,1.25,0.03,8.31
2016-07-14,25.67,1.39,0.04,9.11
2016-07-15,25.27,1.82,0.34,8.56
2016-07-16,21.95,2.05,23.11,3.36
2016-07-17,23.64,2.03,0.7,6.77
2016-07-18,23.76,1.05,0.0,9.87
2016-07-19,25.49,0.68,1.57,11.94
2016-07-20,26.15,1.09,0.0,8.91
2016-07-21,25.84,1.62,0.0,8.95
2016-07-22,26.91,1.35,0.0,10.25
2016-07-23,27.28,1.6,0.02,10.44
2016-07-24,28.13,1.84,0.0,9.87
2016-07-25,28.41,1.21,0.76,7.84
2016-07-26,28.64,1.19,0.0,9.63
2016-07-27,28.29,1.84,1.46,9.15
2016-07-28,28.47,1.15,2.67,9.15
2016-07-29,27.72,1.97,14.18,9.89
2016-07-30,28.85,1.29,10.58,9.35
2016-07-31,28.63,1.09,2.14,10.14
2016-08-01,28.23,1.5,0.81,9.91
2016-08-02,26.71,1.72,1.54,7.85
2016-08-03,26.79,1.13,3.38,10.25
2016-08-04,28.24,0.47,0.31,10.66
2016-08-05,28.64,0.31,0.0,10.87
2016-08-06,28.49,0.39,0.0,11.14
2016-08-07,28.27,0.27,8.52,11.46
2016-08-08,27.78,0.59,32.84,11.86
2016-08-09,27.72,0.7,0.76,9.71
2016-08-10,28.75,0.8,0.0,10.46
2016-08-11,29.47,0.18,0.0,12.0
2016-08-12,29.55,0.68,0.0,11.75
2016-08-13,29.45,0.98,0.0,11.13
2016-08-14,29.28,1.23,2.0,10.3
2016-08-15,28.49,1.35,0.0,9.24
2016-08-16,28.48,0.7,0.0,9.51
2016-08-17,28.31,0.9,0.15,10.91
2016-08-18,28.41,1.5,2.43,10.58
2016-08-19,28.75,1.56,0.0,10.99
2016-08-20,28.61,1.35,0.0,11.19
2016-08-21,28.56,1.13,0.0,12.67
2016-08-22,28.63,0.68,0.0,12.57
2016-08-23,27.76,1.46,4.8,8.77
2016-08-24,28.11,1.09,0.0,11.28
2016-08-25,27.35,1.13,0.0,14.2
2016-08-26,21.37,1.19,12.31,7.96
2016-08-27,22.18,0.98,0.2,10.25
2016-08-28,19.45,1.62,19.27,5.2
2016-08-29,20.67,1.02,0.01,10.59
2016-08-30,20.38,1.25,0.47,9.01
2016-08-31,21.87,1.91,15.5,7.98
2016-09-01,25.21,0.84,0.2,10.13
2016-09-02,20.94,1.5,28.68,5.57
2016-09-03,23.44,1.23,2.74,8.75
2016-09-04,25.34,1.62,6.08,8.84
2016-09-05,24.9,0.88,1.1,7.86
2016-09-06,23.41,1.41,0.0,7.74
2016-09-07,22.95,1.41,0.84,9.09
2016-09-08,22.42,1.8,6.76,11.03
2016-09-09,22.78,1.23,0.39,10.56
2016-09-10,22.31,1.35,2.36,9.75
2016-09-11,22.59,1.6,0.57,8.09
2016-09-12,21.83,0.9,5.02,7.49
2016-09-13,22.33,1.15,0.0,11.89
2016-09-14,22.65,1.21,0.0,10.04
2016-09-15,22.7,1.84,0.0,10.89
2016-09-16,21.72,1.93,6.8,4.68
2016-09-17,20.21,1.46,95.62,3.27
2016-09-18,20.03,1.43,4.67,4.13
2016-09-19,20.22,0.68,0.01,5.99
2016-09-20,18.99,0.1,0.0,10.78
2016-09-21,18.33,1.19,0.0,11.98
2016-09-22,19.42,0.84,0.0,8.65
2016-09-23,20.21,0.29,0.0,11.96
2016-09-24,20.65,0.53,0.0,12.34
2016-09-25,20.54,1.64,0.0,10.53
2016-09-26,21.63,1.7,1.68,8.17
2016-09-27,23.36,2.03,8.84,7.89
2016-09-28,21.49,2.01,2.6,5.01
2016-09-29,19.21,1.82,1.11,4.25
2016-09-30,17.57,1.87,10.89,3.02
2016-10-01,18.78,1.66,2.74,5.42
2016-10-02,21.22,1.97,4.08,6.93
2016-10-03,22.64,0.94,12.14,7.24
2016-10-04,21.59,0.31,0.03,11.43
2016-10-05,19.19,0.78,50.42,7.32
2016-10-06,17.99,0.37,0.0,11.1
2016-10-07,17.59,1.7,10.26,9.63
2016-10-08,16.9,1.15,34.15,8.52
2016-10-09,12.42,0.49,0.0,9.33
2016-10-10,13.03,0.94,0.0,11.72
2016-10-11,14.2,0.84,0.0,10.7
2016-10-12,14.74,1.11,0.0,11.35
2016-10-13,14.05,1.02,0.0,9.88
2016-10-14,14.48,0.0,0.0,15.62
2016-10-15,15.86,0.8,0.0,14.98
2016-10-16,15.42,1.91,26.89,4.22
2016-10-17,17.43,1.33,0.57,9.35
2016-10-18,16.05,0.9,0.0,10.77
2016-10-19,16.25,0.16,0.0,11.35
2016-10-20,16.64,0.59,0.0,11.86
2016-10-21,16.77,2.01,0.0,3.52
2016-10-22,16.8,1.66,0.0,7.21
2016-10-23,14.34,1.72,1.17,5.72
2016-10-24,14.8,1.0,0.03,9.67
2016-10-25,14.63,1.31,12.5,8.01
2016-10-26,13.16,0.88,0.0,8.4
2016-10-27,13.7,1.31,0.0,10.84
2016-10-28,13.75,1.7,4.64,3.92
2016-10-29,10.26,1.41,0.0,7.53
2016-10-30,7.62,0.16,0.0,13.26
2016-10-31,7.72,1.6,0.06,7.42
2016-11-01,4.14,0.0,0.0,9.35
2016-11-02,4.59,0.49,0.14,13.61
2016-11-03,7.17,0.84,0.11,12.98
2016-11-04,8.42,1.33,0.0,15.55
2016-11-05,11.78,1.46,0.0,15.27
2016-11-06,12.38,1.46,0.0,9.02
2016-11-07,13.43,1.8,0.89,9.71
2016-11-08,7.87,0.57,1.23,10.01
2016-11-09,3.7,0.41,0.0,12.6
2016-11-10,7.18,1.84,1.57,10.36
2016-11-11,8.58,0.7,0.89,11.12
2016-11-12,8.33,0.62,0.0,16.76
2016-11-13,11.04,1.62,0.16,13.1
2016-11-14,13.69,1.52,0.67,9.3
2016-11-15,9.23,0.0,0.0,12.56
2016-11-16,5.69,0.27,0.0,15.37
2016-11-17,8.66,0.47,0.0,13.92
2016-11-18,8.84,1.13,5.89,12.36
2016-11-19,12.82,2.03,0.87,4.77
2016-11-20,12.25,0.33,0.0,12.0
2016-11-21,10.32,1.39,0.07,9.27
2016-11-22,6.07,1.5,0.15,8.74
2016-11-23,2.57,0.88,0.0,9.32
2016-11-24,0.32,0.0,0.0,8.34
2016-11-25,1.7,0.8,0.0,11.52
2016-11-26,-0.18,1.52,3.47,6.46
2016-11-27,2.46,1.39,0.1,6.52
2016-11-28,3.02,0.0,0.0,9.55
2016-11-29,2.22,0.0,0.0,13.0
2016-11-30,5.18,1.7,1.84,10.39
2016-12-01,5.62,0.37,0.35,11.15
2016-12-02,2.08,0.0,0.0,13.3
2016-12-03,2.64,0.51,0.0,15.8
2016-12-04,3.63,1.66,0.0,9.21
2016-12-05,7.53,1.62,0.1,12.23
2016-12-06,1.22,0.0,0.0,10.63
2016-12-07,-0.72,1.02,0.19,10.04
2016-12-08,2.33,1.25,0.95,12.78
2016-12-09,4.03,0.62,1.72,10.2
2016-12-10,0.14,0.0,0.0,12.82
2016-12-11,-0.98,0.08,0.0,14.59
2016-12-12,2.87,1.41,0.0,13.75
2016-12-13,5.09,1.13,0.0,9.09
2016-12-14,0.8,1.41,0.0,6.98
2016-12-15,-1.47,0.0,0.0,7.6
2016-12-16,-2.25,0.53,0.0,10.23
2016-12-17,2.73,1.21,0.0,12.68
2016-12-18,2.81,1.54,0.0,12.58
2016-12-19,6.47,1.6,3.08,6.31
2016-12-20,6.9,0.53,0.0,10.32
2016-12-21,6.87,1.64,12.48,9.47
2016-12-22,8.07,2.05,11.24,11.18
2016-12-23,1.26,1.93,1.3,4.64
2016-12-24,-0.3,1.23,0.0,5.94
2016-12-25,1.85,0.94,0.0,13.38
2016-12-26,4.01,1.82,9.6,3.3
2016-12-27,0.99,0.59,0.06,8.54
2016-12-28,-2.19,0.31,0.0,12.69
2016-12-29,-2.13,0.29,0.32,7.37
2016-12-30,-2.36,0.8,0.0,12.62
2016-12-31,0.28,1.35,0.0,10.17
2017-01-01,1.99,1.43,0.0,13.07
2017-01-02,4.09,1.41,0.24,11.68
2017-01-03,2.61,0.1,0.0,12.09
2017-01-04,2.38,0.49,0.0,13.72
2017-01-05,3.89,1.72,0.03,10.99
2017-01-06,5.28,0.7,0.0,10.74
2017-01-07,3.09,0.88,0.0,11.46
2017-01-08,7.6,1.52,0.08,9.45
2017-01-09,3.99,0.82,0.2,8.95
2017-01-10,0.1,0.23,0.0,8.4
2017-01-11,-2.13,0.31,0.0,10.03
2017-01-12,0.07,0.82,0.45,10.1
2017-01-13,-3.05,0.47,0.46,9.82
2017-01-14,-5.2,0.0,0.0,5.97
2017-01-15,-5.48,0.0,0.0,12.64
2017-01-16,-4.05,0.0,0.0,14.83
2017-01-17,-2.85,0.84,0.0,14.29
2017-01-18,-0.3,0.94,0.0,11.5
2017-01-19,-0.52,0.9,0.0,13.14
2017-01-20,-2.4,0.88,3.51,6.15
2017-01-21,-3.3,1.21,0.47,11.87
2017-01-22,-4.2,0.0,0.78,7.26
2017-01-23,-6.69,0.0,0.0,9.34
2017-01-24,-5.39,0.0,0.0,12.87
2017-01-25,-4.45,0.0,0.0,13.88
2017-01-26,-2.2,1.15,0.0,17.48
2017-01-27,0.92,0.37,1.24,9.99
2017-01-28,0.15,1.19,0.0,16.79
2017-01-29,2.75,2.05,3.7,4.38
2017-01-30,-1.47,0.62,0.3,9.33
2017-01-31,-3.27,0.82,0.0,13.4
2017-02-01,-1.49,0.18,0.0,9.95
2017-02-02,-1.44,0.62,0.0,14.42
2017-02-03,1.39,0.37,0.0,13.37
2017-02-04,3.75,1.5,0.27,13.63
2017-02-05,3.55,1.5,1.69,5.85
2017-02-06,0.57,0.02,0.03,7.49
2017-02-07,-0.25,1.15,0.0,10.83
2017-02-08,0.2,1.31,0.08,9.3
2017-02-09,-2.51,0.41,0.17,5.93
2017-02-10,-4.21,0.2,0.25,6.37
2017-02-11,-2.94,0.12,0.03,8.94
2017-02-12,-0.95,0.02,0.03,12.26
2017-02-13,0.57,0.74,0.48,13.79
2017-02-14,1.4,0.0,0.0,11.05
2017-02-15,1.77,0.0,0.0,18.1
2017-02-16,6.25,1.21,2.01,20.66
2017-02-17,5.04,0.78,1.54,13.66
2017-02-18,-0.77,0.06,0.0,10.21
2017-02-19,2.87,1.41,1.89,16.02
2017-02-20,2.51,0.47,10.31,12.77
2017-02-21,0.62,0.74,0.0,16.04
2017-02-22,3.47,1.97,20.18,4.18
2017-02-23,0.83,0.39,0.0,7.64
2017-02-24,0.19,0.53,0.0,11.26
2017-02-25,2.51,0.23,0.0,13.28
2017-02-26,3.0,0.29,0.0,13.73
2017-02-27,3.33,0.0,0.0,15.44
2017-02-28,4.3,0.18,0.0,17.2
2017-03-01,5.58,1.91,2.59,13.25
2017-03-02,2.65,0.72,1.53,8.22
2017-03-03,3.45,0.47,0.0,16.58
2017-03-04,5.5,0.0,0.0,16.26
2017-03-05,5.86,1.21,0.27,15.6
2017-03-06,2.44,0.23,0.04,9.01
2017-03-07,-0.39,0.43,0.56,7.37
2017-03-08,1.05,0.64,0.11,9.7
2017-03-09,4.8,0.08,0.0,13.61
2017-03-10,5.09,0.02,0.0,15.25
2017-03-11,6.27,0.68,0.0,20.43
2017-03-12,8.18,1.76,0.0,18.23
2017-03-13,8.12,0.7,0.0,12.84
2017-03-14,5.82,0.0,0.0,11.66
2017-03-15,4.85,0.0,0.0,16.11
2017-03-16,5.53,0.51,0.0,15.59
2017-03-17,6.96,0.2,0.0,18.41
2017-03-18,8.06,0.7,0.0,15.91
