,날짜,평균기온,최고기온,최저기온,평균운량,일강수량,일교차
0,2016년 1월 1일,5.3,10.9,1.1,1.4,0.0,9.8
1,2016년 1월 2일,8.1,12.2,4.6,4.6,0.0,7.6
2,2016년 1월 3일,11.4,16.6,7.9,1.5,0.0,8.700000000000001
3,2016년 1월 4일,10.4,15.2,7.6,0.8,0.0,7.6
4,2016년 1월 5일,5.3,8.1,3.2,7.0,0.2,4.9
5,2016년 1월 6일,4.8,9.9,1.8,5.6,0.0,8.1
6,2016년 1월 7일,3.9,8.5,1.1,0.9,0.0,7.4
7,2016년 1월 8일,2.5,6.9,-0.5,0.8,0.0,7.4
8,2016년 1월 9일,3.8,9.4,-0.4,0.0,0.0,9.8
9,2016년 1월 10일,4.8,10.1,0.5,0.4,0.0,9.6
10,2016년 1월 11일,4.5,10.1,1.7,4.6,0.0,8.4
11,2016년 1월 12일,2.5,7.9,-0.9,1.1,0.0,8.8
12,2016년 1월 13일,1.5,6.9,-2.2,0.3,0.0,9.1
13,2016년 1월 14일,2.9,8.3,0.2,1.4,0.0,8.100000000000001
14,2016년 1월 15일,4.2,10.6,-0.5,0.0,0.0,11.1
15,2016년 1월 16일,5.7,10.4,2.3,6.4,0.0,8.100000000000001
16,2016년 1월 17일,6.6,10.3,5.1,9.5,14.2,5.200000000000001
17,2016년 1월 18일,2.3,6.9,-4.0,2.9,0.0,10.9
18,2016년 1월 19일,-3.1,0.7,-5.4,0.1,0.0,6.1000000000000005
19,2016년 1월 20일,-2.5,2.0,-6.6,2.8,0.0,8.6
20,2016년 1월 21일,-0.9,3.3,-3.5,6.8,0.0,6.8
21,2016년 1월 22일,0.8,6.7,-2.7,4.8,0.0,9.4
22,2016년 1월 23일,-2.9,1.1,-8.5,5.0,0.0,9.6
23,2016년 1월 24일,-7.6,-4.2,-10.2,1.9,0.0,5.999999999999999
24,2016년 1월 25일,-2.6,2.4,-8.2,0.0,0.0,10.6
25,2016년 1월 26일,1.4,7.3,-3.9,0.0,0.0,11.2
26,2016년 1월 27일,4.7,9.2,0.7,2.5,0.0,8.5
27,2016년 1월 28일,4.4,6.0,2.1,10.0,24.3,3.9
28,2016년 1월 29일,4.6,5.3,3.5,10.0,20.8,1.7999999999999998
29,2016년 1월 30일,6.1,8.7,4.5,6.8,0.0,4.199999999999999
30,2016년 1월 31일,3.8,7.0,1.4,3.3,0.0,5.6
31,2016년 2월 1일,1.7,7.3,-1.2,2.9,0.0,8.5
32,2016년 2월 2일,1.2,7.9,-4.0,0.8,0.0,11.9
33,2016년 2월 3일,1.9,7.5,-2.8,0.0,0.0,10.3
34,2016년 2월 4일,3.2,7.3,-0.8,3.9,0.0,8.1
35,2016년 2월 5일,4.1,10.1,0.3,0.6,0.0,9.8
36,2016년 2월 6일,2.4,7.0,-0.7,0.1,0.0,7.7
37,2016년 2월 7일,3.3,9.4,-1.7,4.0,0.0,11.1
38,2016년 2월 8일,4.5,8.8,-1.2,0.0,0.0,10.0
39,2016년 2월 9일,6.4,11.9,3.4,0.0,0.0,8.5
40,2016년 2월 10일,6.3,11.8,1.3,0.0,0.0,10.5
41,2016년 2월 11일,9.2,14.7,4.0,5.5,0.0,10.7
42,2016년 2월 12일,12.3,13.9,9.7,10.0,32.7,4.200000000000001
43,2016년 2월 13일,14.5,15.8,12.5,9.3,28.9,3.3000000000000007
44,2016년 2월 14일,6.7,15.2,-0.4,5.8,0.0,15.6
45,2016년 2월 15일,-0.4,4.2,-3.5,1.0,0.0,7.7
46,2016년 2월 16일,2.2,6.3,-2.3,2.6,0.0,8.6
47,2016년 2월 17일,3.9,9.6,-0.6,0.0,0.0,10.2
48,2016년 2월 18일,5.7,9.9,0.3,1.6,0.0,9.6
49,2016년 2월 19일,8.9,14.8,5.7,6.5,0.0,9.1
50,2016년 2월 20일,7.8,11.6,3.8,7.4,1.4,7.8
51,2016년 2월 21일,3.8,8.9,-0.2,1.0,0.0,9.1
52,2016년 2월 22일,6.6,10.4,3.1,10.0,0.0,7.300000000000001
53,2016년 2월 23일,7.9,12.8,3.9,6.5,0.0,8.9
54,2016년 2월 24일,3.0,8.4,-0.5,5.3,0.0,8.9
55,2016년 2월 25일,3.1,8.8,-2.1,0.0,0.0,10.9
56,2016년 2월 26일,6.1,10.6,1.3,4.9,0.0,9.3
57,2016년 2월 27일,10.6,15.6,7.4,2.6,0.0,8.2
58,2016년 2월 28일,10.1,15.2,6.5,4.6,0.7,8.7
59,2016년 2월 29일,1.1,6.7,-2.5,2.6,0.0,9.2
60,2016년 3월 1일,1.4,7.7,-4.3,0.0,0.0,12.0
61,2016년 3월 2일,6.3,11.4,0.1,0.0,0.0,11.3
62,2016년 3월 3일,11.4,17.2,5.9,1.3,0.0,11.3
63,2016년 3월 4일,11.5,12.4,10.6,10.0,35.7,1.8000000000000007
64,2016년 3월 5일,13.7,16.4,10.5,10.0,1.6,5.899999999999999
65,2016년 3월 6일,13.3,17.1,11.7,8.6,32.7,5.400000000000002
66,2016년 3월 7일,11.4,16.2,7.8,0.5,0.0,8.399999999999999
67,2016년 3월 8일,9.6,13.4,5.1,9.8,6.6,8.3
68,2016년 3월 9일,6.9,13.4,2.6,6.5,13.6,10.8
69,2016년 3월 10일,5.6,10.8,2.1,4.8,0.0,8.700000000000001
70,2016년 3월 11일,3.5,10.0,-0.8,0.0,0.0,10.8
71,2016년 3월 12일,5.1,10.3,0.7,2.1,0.0,9.6
72,2016년 3월 13일,7.6,10.7,5.2,9.5,0.0,5.499999999999999
73,2016년 3월 14일,7.7,14.3,4.1,2.3,0.0,10.2
74,2016년 3월 15일,8.2,12.3,3.2,3.3,0.0,9.1
75,2016년 3월 16일,11.2,16.2,7.3,4.1,0.0,8.899999999999999
76,2016년 3월 17일,12.6,16.9,7.8,3.6,0.0,9.099999999999998
77,2016년 3월 18일,12.7,13.4,11.5,9.5,38.7,1.9000000000000004
78,2016년 3월 19일,13.3,19.4,10.4,2.8,0.0,8.999999999999998
79,2016년 3월 20일,10.6,14.2,8.6,7.9,0.0,5.6
80,2016년 3월 21일,10.2,14.8,7.3,2.4,0.0,7.500000000000001
81,2016년 3월 22일,12.3,16.8,7.1,2.9,0.0,9.7
82,2016년 3월 23일,11.0,15.1,8.2,6.4,0.0,6.9
83,2016년 3월 24일,8.6,13.5,5.4,6.6,0.0,8.1
84,2016년 3월 25일,8.1,11.7,6.3,7.9,0.0,5.4
85,2016년 3월 26일,7.4,11.1,5.6,6.0,4.6,5.5
86,2016년 3월 27일,9.5,16.2,4.3,1.6,0.0,11.9
87,2016년 3월 28일,11.8,18.3,6.7,0.0,0.0,11.6
88,2016년 3월 29일,13.3,16.3,10.1,5.1,0.0,6.200000000000001
89,2016년 3월 30일,15.0,19.6,12.4,4.4,0.0,7.200000000000001
90,2016년 3월 31일,14.8,19.3,11.1,4.5,0.0,8.200000000000001
91,2016년 4월 1일,16.1,22.0,11.0,0.0,0.0,11.0
92,2016년 4월 2일,15.1,18.8,11.4,4.3,0.0,7.4
93,2016년 4월 3일,14.2,18.0,11.5,9.8,0.9,6.5
94,2016년 4월 4일,11.7,13.6,10.5,9.5,3.8,3.1
95,2016년 4월 5일,14.3,19.5,10.8,3.6,0.0,8.7
96,2016년 4월 6일,14.8,20.9,11.0,7.6,18.2,9.9
97,2016년 4월 7일,12.7,16.5,11.4,7.9,47.4,5.1
98,2016년 4월 8일,16.5,21.7,12.4,3.4,0.0,9.3
99,2016년 4월 9일,17.2,22.6,13.1,4.0,0.0,9.500000000000002
100,2016년 4월 10일,15.6,18.9,11.3,5.1,0.0,7.599999999999998
101,2016년 4월 11일,10.5,14.0,9.1,7.0,0.0,4.9
102,2016년 4월 12일,12.5,15.9,8.0,7.1,0.0,7.9
103,2016년 4월 13일,14.6,16.0,14.0,9.5,14.8,2.0
104,2016년 4월 14일,17.4,21.4,13.2,0.9,0.0,8.2
105,2016년 4월 15일,14.6,18.1,11.5,0.4,0.0,6.600000000000001
106,2016년 4월 16일,15.0,19.2,10.5,8.1,36.6,8.7
107,2016년 4월 17일,16.5,20.9,13.4,3.1,8.0,7.499999999999998
108,2016년 4월 18일,15.2,19.2,12.9,5.5,0.0,6.299999999999999
109,2016년 4월 19일,14.9,19.9,12.5,0.0,0.0,7.399999999999999
110,2016년 4월 20일,15.4,20.5,11.2,5.3,0.0,9.3
111,2016년 4월 21일,15.5,18.4,14.0,7.8,31.8,4.399999999999999
112,2016년 4월 22일,16.9,22.9,13.7,2.8,0.0,9.2
113,2016년 4월 23일,16.7,18.9,14.8,9.5,0.0,4.099999999999998
114,2016년 4월 24일,16.5,21.8,13.4,3.3,0.0,8.4
115,2016년 4월 25일,16.9,22.5,12.2,2.6,0.0,10.3
116,2016년 4월 26일,17.5,24.2,12.2,5.4,1.6,12.0
117,2016년 4월 27일,12.0,13.5,11.0,10.0,32.1,2.5
118,2016년 4월 28일,13.3,16.1,11.1,9.3,3.3,5.000000000000002
119,2016년 4월 29일,15.2,18.9,11.5,2.4,0.0,7.399999999999999
120,2016년 4월 30일,16.7,20.9,12.8,0.3,0.0,8.099999999999998
121,2016년 5월 1일,18.5,22.7,14.4,0.4,0.0,8.299999999999999
122,2016년 5월 2일,19.9,24.2,15.7,6.6,0.0,8.5
123,2016년 5월 3일,16.4,19.5,14.4,5.6,40.7,5.1
124,2016년 5월 4일,19.8,26.0,14.1,0.0,0.0,11.9
125,2016년 5월 5일,19.0,25.0,14.3,6.1,0.0,10.7
126,2016년 5월 6일,17.3,19.2,15.9,9.0,4.7,3.299999999999999
127,2016년 5월 7일,20.0,25.2,16.1,4.1,0.0,9.099999999999998
128,2016년 5월 8일,19.2,23.1,16.2,6.5,0.0,6.900000000000002
129,2016년 5월 9일,18.6,22.3,16.1,10.0,0.0,6.199999999999999
130,2016년 5월 10일,15.1,17.2,13.1,10.0,22.3,4.1
131,2016년 5월 11일,15.1,18.7,13.2,5.5,0.0,5.5
132,2016년 5월 12일,18.3,23.5,13.7,0.0,0.0,9.8
133,2016년 5월 13일,17.7,21.7,14.9,4.8,0.0,6.799999999999999
134,2016년 5월 14일,16.9,21.3,13.1,1.5,0.0,8.200000000000001
135,2016년 5월 15일,19.0,23.1,14.2,8.0,0.0,8.900000000000002
136,2016년 5월 16일,15.6,20.0,11.5,5.6,14.5,8.5
137,2016년 5월 17일,18.6,25.3,12.7,0.0,0.0,12.6
138,2016년 5월 18일,20.2,26.8,14.7,1.4,0.0,12.1
139,2016년 5월 19일,20.5,25.5,15.2,3.6,0.0,10.3
140,2016년 5월 20일,20.7,25.5,16.8,1.4,0.0,8.7
141,2016년 5월 21일,21.0,26.0,16.6,5.1,0.0,9.4
142,2016년 5월 22일,20.9,26.0,17.1,2.4,0.0,8.899999999999999
143,2016년 5월 23일,19.5,24.4,15.7,3.8,0.0,8.7
144,2016년 5월 24일,19.3,20.7,18.5,9.5,24.7,2.1999999999999997
145,2016년 5월 25일,19.9,23.8,16.4,1.9,0.0,7.400000000000002
146,2016년 5월 26일,22.1,26.0,17.9,5.9,0.0,8.100000000000001
147,2016년 5월 27일,23.0,26.7,20.8,7.4,0.0,5.899999999999999
148,2016년 5월 28일,21.0,24.1,19.2,5.8,0.0,4.900000000000002
149,2016년 5월 29일,20.0,25.4,17.9,5.0,1.9,7.5
150,2016년 5월 30일,22.4,26.6,19.3,0.4,0.0,7.300000000000001
151,2016년 5월 31일,23.8,30.5,17.8,4.4,0.0,12.7
152,2016년 6월 1일,20.7,23.6,17.3,3.3,0.0,6.300000000000001
153,2016년 6월 2일,19.8,24.0,15.7,0.8,0.0,8.3
154,2016년 6월 3일,21.1,25.7,16.8,3.3,0.0,8.899999999999999
155,2016년 6월 4일,19.7,23.8,16.6,9.6,6.6,7.199999999999999
156,2016년 6월 5일,20.6,25.1,17.1,7.6,0.0,8.0
157,2016년 6월 6일,19.3,20.4,18.3,10.0,3.1,2.099999999999998
158,2016년 6월 7일,20.9,25.4,18.8,6.5,0.0,6.599999999999998
159,2016년 6월 8일,20.4,22.2,18.8,9.5,0.0,3.3999999999999986
160,2016년 6월 9일,21.9,26.1,19.6,8.4,0.0,6.5
161,2016년 6월 10일,22.3,25.3,20.1,3.1,0.0,5.199999999999999
162,2016년 6월 11일,23.1,26.6,20.1,5.8,0.0,6.5
163,2016년 6월 12일,22.4,24.1,21.1,8.9,8.6,3.0
164,2016년 6월 13일,21.9,25.7,20.4,7.8,0.0,5.300000000000001
165,2016년 6월 14일,21.1,24.2,20.1,7.4,0.0,4.099999999999998
166,2016년 6월 15일,22.4,24.2,19.9,8.6,0.0,4.300000000000001
167,2016년 6월 16일,23.6,26.4,21.7,8.4,1.5,4.699999999999999
168,2016년 6월 17일,22.9,28.6,19.3,1.0,0.0,9.3
169,2016년 6월 18일,22.4,25.5,19.1,5.1,2.8,6.399999999999999
170,2016년 6월 19일,23.9,28.6,21.0,6.4,9.1,7.600000000000001
171,2016년 6월 20일,23.9,28.7,21.1,7.4,10.2,7.599999999999998
172,2016년 6월 21일,22.4,24.6,21.2,9.9,3.1,3.400000000000002
173,2016년 6월 22일,21.9,23.3,21.3,10.0,13.4,2.0
174,2016년 6월 23일,23.5,26.6,20.6,4.3,0.0,6.0
175,2016년 6월 24일,22.6,24.2,21.2,10.0,53.7,3.0
176,2016년 6월 25일,22.7,25.7,20.6,5.0,0.0,5.099999999999998
177,2016년 6월 26일,23.3,28.6,19.6,0.3,0.0,9.0
178,2016년 6월 27일,20.5,23.4,19.3,8.8,0.2,4.099999999999998
179,2016년 6월 28일,22.1,25.3,18.8,8.8,0.0,6.5
180,2016년 6월 29일,21.8,25.1,20.1,8.5,2.9,5.0
181,2016년 6월 30일,23.3,27.2,20.3,6.3,0.0,6.899999999999999
182,2016년 7월 1일,23.0,24.0,22.2,9.3,31.9,1.8000000000000007
183,2016년 7월 2일,23.1,24.4,21.7,10.0,44.4,2.6999999999999997
184,2016년 7월 3일,22.1,24.7,20.2,10.0,15.4,4.5
185,2016년 7월 4일,21.0,22.1,20.4,10.0,62.5,1.7000000000000028
186,2016년 7월 5일,23.5,26.1,20.0,9.8,1.0,6.100000000000001
187,2016년 7월 6일,25.0,29.2,20.3,6.9,0.0,8.899999999999999
188,2016년 7월 7일,23.7,27.6,19.5,4.8,0.1,8.100000000000001
189,2016년 7월 8일,24.9,30.4,23.1,7.6,0.0,7.299999999999997
190,2016년 7월 9일,25.6,29.0,22.6,1.9,0.0,6.399999999999999
191,2016년 7월 10일,25.4,29.3,23.1,7.6,0.0,6.199999999999999
192,2016년 7월 11일,24.7,27.0,23.5,10.0,14.7,3.5
193,2016년 7월 12일,24.0,25.2,22.5,9.9,6.3,2.6999999999999997
194,2016년 7월 13일,25.9,29.5,22.7,6.3,1.3,6.800000000000001
195,2016년 7월 14일,26.2,31.9,22.8,4.4,0.1,9.099999999999998
196,2016년 7월 15일,24.4,27.6,22.2,5.0,0.0,5.400000000000002
197,2016년 7월 16일,23.0,24.3,22.0,9.3,9.8,2.3000000000000007
198,2016년 7월 17일,25.2,28.6,21.8,3.8,0.0,6.800000000000001
199,2016년 7월 18일,24.4,28.0,22.4,6.8,0.0,5.600000000000001
200,2016년 7월 19일,25.2,28.4,23.2,5.9,0.0,5.199999999999999
201,2016년 7월 20일,24.7,28.4,22.2,2.8,0.0,6.199999999999999
202,2016년 7월 21일,24.4,27.9,21.6,4.5,0.0,6.299999999999997
203,2016년 7월 22일,24.5,28.2,21.6,4.4,0.0,6.599999999999998
204,2016년 7월 23일,25.3,29.5,22.2,4.6,0.0,7.300000000000001
205,2016년 7월 24일,26.7,30.4,23.3,5.0,0.0,7.099999999999998
206,2016년 7월 25일,27.5,31.2,26.0,6.8,0.8,5.199999999999999
207,2016년 7월 26일,28.3,31.1,26.2,4.3,0.0,4.900000000000002
208,2016년 7월 27일,28.7,32.2,26.3,3.5,0.0,5.900000000000002
209,2016년 7월 28일,28.5,31.4,27.2,5.9,0.0,4.199999999999999
210,2016년 7월 29일,28.7,31.9,26.1,4.1,0.0,5.799999999999997
211,2016년 7월 30일,28.8,32.7,26.8,3.4,0.0,5.900000000000002
212,2016년 7월 31일,29.0,32.1,26.3,2.9,0.0,5.800000000000001
213,2016년 8월 1일,27.8,31.8,24.8,4.0,5.0,7.0
214,2016년 8월 2일,27.3,31.1,25.2,7.8,0.6,5.900000000000002
215,2016년 8월 3일,27.3,31.1,24.9,7.6,0.4,6.200000000000003
216,2016년 8월 4일,28.3,31.7,25.5,4.3,0.0,6.199999999999999
217,2016년 8월 5일,28.1,32.0,25.4,1.8,0.0,6.600000000000001
218,2016년 8월 6일,28.9,32.7,25.4,0.1,0.0,7.300000000000004
219,2016년 8월 7일,29.5,33.0,26.5,0.8,0.0,6.5
220,2016년 8월 8일,29.6,34.4,26.8,3.3,0.0,7.599999999999998
221,2016년 8월 9일,28.9,32.9,26.2,4.4,0.0,6.699999999999999
222,2016년 8월 10일,29.0,32.2,25.0,0.5,0.0,7.200000000000003
223,2016년 8월 11일,30.6,34.8,26.9,1.3,0.0,7.899999999999999
224,2016년 8월 12일,31.0,34.5,27.9,0.0,0.0,6.600000000000001
225,2016년 8월 13일,31.3,35.3,28.2,0.1,0.0,7.099999999999998
226,2016년 8월 14일,31.7,37.3,28.3,0.3,0.0,8.999999999999996
227,2016년 8월 15일,29.4,36.6,25.3,6.0,53.8,11.3
228,2016년 8월 16일,28.0,30.9,25.0,5.3,21.3,5.899999999999999
229,2016년 8월 17일,28.5,32.3,25.3,3.1,0.0,6.9999999999999964
230,2016년 8월 18일,28.6,32.5,25.7,3.1,0.0,6.800000000000001
231,2016년 8월 19일,28.6,32.7,25.6,3.1,0.0,7.100000000000001
232,2016년 8월 20일,28.6,31.7,25.9,2.5,0.0,5.800000000000001
233,2016년 8월 21일,29.1,33.3,25.9,3.1,0.0,7.399999999999999
234,2016년 8월 22일,28.9,32.5,26.3,3.4,0.0,6.199999999999999
235,2016년 8월 23일,27.6,31.2,25.5,5.0,0.9,5.699999999999999
236,2016년 8월 24일,27.6,31.8,24.2,0.8,0.0,7.600000000000001
237,2016년 8월 25일,28.6,33.4,24.9,0.6,0.0,8.5
238,2016년 8월 26일,24.3,27.9,20.8,7.5,0.0,7.099999999999998
239,2016년 8월 27일,23.6,28.2,19.8,8.0,1.7,8.399999999999999
240,2016년 8월 28일,19.0,24.0,17.6,10.0,57.6,6.399999999999999
241,2016년 8월 29일,21.3,25.7,17.5,5.9,0.2,8.2
242,2016년 8월 30일,22.6,26.0,19.4,5.0,0.0,6.600000000000001
243,2016년 8월 31일,25.3,29.8,21.5,1.8,0.0,8.3
244,2016년 9월 1일,25.9,29.3,24.0,5.5,0.0,5.300000000000001
245,2016년 9월 2일,21.2,24.9,19.7,10.0,118.0,5.199999999999999
246,2016년 9월 3일,24.4,27.9,22.2,8.1,38.4,5.699999999999999
247,2016년 9월 4일,25.6,28.4,23.2,6.9,0.1,5.199999999999999
248,2016년 9월 5일,25.3,29.2,23.9,8.9,0.0,5.300000000000001
249,2016년 9월 6일,25.6,28.8,23.5,8.3,0.0,5.300000000000001
250,2016년 9월 7일,25.3,28.8,23.8,10.0,0.0,5.0
251,2016년 9월 8일,23.9,28.4,20.1,3.6,1.3,8.299999999999997
252,2016년 9월 9일,24.6,28.4,22.2,3.6,0.0,6.199999999999999
253,2016년 9월 10일,23.8,27.7,22.3,6.3,0.0,5.399999999999999
254,2016년 9월 11일,24.2,28.3,21.1,6.5,0.0,7.199999999999999
255,2016년 9월 12일,21.3,23.4,20.4,9.1,24.7,3.0
256,2016년 9월 13일,23.0,27.4,19.7,2.8,0.0,7.699999999999999
257,2016년 9월 14일,23.5,28.2,20.2,6.5,0.0,8.0
258,2016년 9월 15일,24.1,27.7,21.1,8.1,0.0,6.599999999999998
259,2016년 9월 16일,23.8,26.0,22.3,9.9,0.0,3.6999999999999993
260,2016년 9월 17일,20.5,23.3,18.9,10.0,119.4,4.400000000000002
261,2016년 9월 18일,21.4,23.1,20.6,9.5,7.8,2.5
262,2016년 9월 19일,20.5,21.8,19.6,8.0,0.0,2.1999999999999997
263,2016년 9월 20일,20.9,25.1,18.3,2.9,0.0,6.800000000000001
264,2016년 9월 21일,21.1,25.6,17.7,5.5,0.0,7.900000000000002
265,2016년 9월 22일,20.8,24.6,19.2,5.9,0.2,5.400000000000002
266,2016년 9월 23일,21.8,26.3,18.3,2.4,0.0,8.0
267,2016년 9월 24일,22.6,26.8,19.3,3.5,0.0,7.5
268,2016년 9월 25일,23.0,27.6,19.3,7.5,0.0,8.3
269,2016년 9월 26일,24.2,27.3,22.1,9.0,0.0,5.199999999999999
270,2016년 9월 27일,25.3,29.7,22.7,7.8,3.7,7.0
271,2016년 9월 28일,22.9,25.1,20.9,10.0,61.6,4.200000000000003
272,2016년 9월 29일,18.9,20.9,18.3,9.8,2.3,2.599999999999998
273,2016년 9월 30일,18.2,19.1,17.1,9.9,30.2,2.0
274,2016년 10월 1일,20.0,22.0,18.0,9.5,1.4,4.0
275,2016년 10월 2일,23.1,27.4,19.9,8.3,0.0,7.5
276,2016년 10월 3일,25.2,28.3,22.4,7.0,0.0,5.900000000000002
277,2016년 10월 4일,23.6,27.5,21.4,7.0,0.1,6.100000000000001
278,2016년 10월 5일,21.8,26.4,20.0,6.0,95.0,6.399999999999999
279,2016년 10월 6일,22.3,26.4,19.1,1.9,0.0,7.299999999999997
280,2016년 10월 7일,20.8,23.8,18.7,8.4,0.2,5.100000000000001
281,2016년 10월 8일,19.3,22.6,16.1,8.6,39.3,6.5
282,2016년 10월 9일,16.2,22.0,13.1,1.0,0.0,8.9
283,2016년 10월 10일,17.2,21.6,14.5,7.0,0.0,7.100000000000001
284,2016년 10월 11일,17.0,19.8,15.5,8.1,0.0,4.300000000000001
285,2016년 10월 12일,18.6,23.6,15.0,6.6,0.0,8.600000000000001
286,2016년 10월 13일,18.5,21.5,16.7,8.4,0.0,4.800000000000001
287,2016년 10월 14일,18.8,24.0,14.9,1.4,0.0,9.1
288,2016년 10월 15일,19.5,23.5,16.2,4.9,0.0,7.300000000000001
289,2016년 10월 16일,17.9,18.9,17.5,9.4,38.7,1.3999999999999986
290,2016년 10월 17일,20.8,25.9,17.0,3.6,0.1,8.899999999999999
291,2016년 10월 18일,20.1,24.5,16.7,4.8,0.0,7.800000000000001
292,2016년 10월 19일,19.6,24.0,17.0,4.4,0.0,7.0
293,2016년 10월 20일,19.5,24.2,16.2,8.0,0.0,8.0
