구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2017년03월09일,1840.07,1512.76,1303.21,863.58
2017년03월10일,1839.62,1512.17,1302.80,863.60
2017년03월11일,1837.77,1511.66,1302.11,863.43
2017년03월12일,1838.24,1511.54,1301.83,862.99
2017년03월13일,1838.18,1511.22,1301.76,862.67
2017년03월14일,1837.07,1510.48,1301.02,862.50
2017년03월15일,1836.24,1509.70,1300.28,862.41
2017년03월16일,1835.92,1508.75,1299.25,862.41
2017년03월17일,1834.68,1507.81,1298.26,862.28
2017년03월18일,1835.00,1506.89,1297.22,862.26
2017년03월19일,1835.37,1506.49,1296.70,862.07
2017년03월20일,1833.02,1505.73,1296.27,861.79
2017년03월21일,1829.92,1504.17,1294.74,861.24
2017년03월22일,1827.83,1502.85,1293.51,860.61
2017년03월23일,1826.70,1501.53,1292.12,860.11
2017년03월24일,1826.27,1500.27,1290.88,859.82
2017년03월25일,1825.45,1499.10,1289.62,859.50
2017년03월26일,1825.37,1498.66,1289.00,859.20
2017년03월27일,1823.47,1497.82,1288.47,858.94
2017년03월28일,1821.94,1496.23,1286.82,858.50
2017년03월29일,1821.19,1494.77,1285.39,858.13
2017년03월30일,1820.06,1493.63,1284.19,857.74
2017년03월31일,1818.87,1492.80,1283.40,857.43
2017년04월01일,1818.06,1490.96,1281.44,856.98
2017년04월02일,1819.56,1490.48,1280.79,856.56
2017년04월03일,1817.59,1489.82,1280.48,856.45
2017년04월04일,1818.17,1488.87,1279.35,855.95
2017년04월05일,1818.02,1488.06,1278.42,855.48
2017년04월06일,1817.42,1487.51,1277.80,855.41
2017년04월07일,1815.74,1486.94,1277.33,854.91
2017년04월08일,1815.70,1486.51,1276.71,854.40
2017년04월09일,1817.37,1486.39,1276.41,854.36
2017년04월10일,1817.43,1486.30,1276.64,854.05
2017년04월11일,1820.13,1486.64,1276.81,853.86
2017년04월12일,1819.76,1486.70,1276.95,853.56
2017년04월13일,1819.05,1486.69,1276.91,853.40
2017년04월14일,1819.72,1486.73,1276.95,853.24
2017년04월15일,1820.81,1486.78,1276.90,852.95
2017년04월16일,1820.32,1486.80,1276.70,852.44
2017년04월17일,1819.20,1486.89,1277.00,852.33
2017년04월18일,1821.11,1487.60,1277.89,852.20
2017년04월19일,1821.92,1487.86,1278.28,851.61
2017년04월20일,1822.82,1487.91,1278.32,851.87
2017년04월21일,1823.41,1487.90,1278.26,851.69
2017년04월22일,1823.23,1487.73,1278.09,851.72
2017년04월23일,1822.99,1487.70,1277.82,851.81
2017년04월24일,1823.39,1487.78,1278.24,851.74
2017년04월25일,1823.03,1487.54,1277.99,851.67
2017년04월26일,1823.11,1487.35,1277.77,851.61
2017년04월27일,1822.88,1487.30,1277.64,851.52
2017년04월28일,1822.14,1487.09,1277.54,851.19
2017년04월29일,1822.41,1486.76,1277.07,851.02
2017년04월30일,1822.20,1486.67,1276.67,851.06
2017년05월01일,1821.37,1486.55,1276.74,850.97
2017년05월02일,1819.08,1486.12,1276.54,850.36
2017년05월03일,1818.38,1485.78,1276.11,849.85
2017년05월04일,1817.24,1485.76,1276.09,849.72
2017년05월05일,1817.08,1485.50,1275.74,849.34
2017년05월06일,1817.27,1485.32,1275.60,849.02
2017년05월07일,1817.61,1485.29,1275.43,848.52
2017년05월08일,1817.61,1485.13,1275.51,848.47
2017년05월09일,1815.69,1484.34,1274.56,848.01
2017년05월10일,1814.32,1483.94,1274.26,847.70
2017년05월11일,1813.29,1483.26,1273.58,847.38
2017년05월12일,1811.72,1482.50,1272.82,847.69
2017년05월13일,1811.66,1481.94,1272.20,847.30
2017년05월14일,1811.99,1481.67,1271.68,847.04
2017년05월15일,1812.04,1481.35,1271.72,846.76
2017년05월16일,1811.47,1480.75,1270.92,847.13
2017년05월17일,1811.38,1480.29,1270.49,847.00
2017년05월18일,1811.56,1479.88,1270.04,846.23
2017년05월19일,1810.82,1479.43,1269.61,845.91
2017년05월20일,1810.92,1478.91,1269.05,845.72
2017년05월21일,1811.35,1478.77,1268.73,845.55
2017년05월22일,1811.29,1478.60,1268.91,845.57
2017년05월23일,1812.00,1478.36,1268.54,845.46
2017년05월24일,1811.46,1478.11,1268.22,845.50
2017년05월25일,1811.65,1477.75,1267.95,845.21
2017년05월26일,1812.30,1477.55,1267.65,844.69
2017년05월27일,1812.06,1477.15,1267.18,844.57
2017년05월28일,1811.92,1477.00,1266.87,844.18
2017년05월29일,1811.68,1476.82,1267.01,843.93
2017년05월30일,1810.94,1476.53,1266.77,843.66
2017년05월31일,1811.22,1476.19,1266.49,843.51
2017년06월01일,1808.45,1475.24,1265.48,843.41
2017년06월02일,1809.03,1474.51,1264.69,843.13
2017년06월03일,1808.04,1473.86,1263.89,842.99
2017년06월04일,1808.69,1473.71,1263.45,842.67
2017년06월05일,1807.67,1473.30,1263.43,842.63
2017년06월06일,1806.80,1472.60,1262.44,842.68
2017년06월07일,1805.40,1472.05,1261.92,842.87
2017년06월08일,1806.35,1471.13,1261.12,842.47
2017년06월09일,1805.91,1470.03,1259.81,842.77
2017년06월10일,1804.22,1468.87,1258.45,842.53
2017년06월11일,1803.08,1468.37,1257.70,842.33
2017년06월12일,1802.34,1467.61,1257.18,842.29
2017년06월13일,1800.32,1466.07,1255.56,841.92
2017년06월14일,1800.63,1464.71,1254.23,841.64
2017년06월15일,1800.06,1463.29,1252.92,841.33
2017년06월16일,1798.50,1461.75,1251.31,840.90
2017년06월17일,1797.66,1460.28,1249.72,840.60
2017년06월18일,1797.96,1459.69,1248.92,840.38
2017년06월19일,1797.04,1458.78,1248.38,839.96
2017년06월20일,1796.22,1457.15,1246.83,839.80
2017년06월21일,1795.10,1455.31,1245.27,839.25
2017년06월22일,1794.76,1453.61,1243.62,838.67
2017년06월23일,1794.34,1452.03,1242.22,838.07
2017년06월24일,1793.33,1450.76,1240.87,837.86
2017년06월25일,1793.26,1450.14,1240.04,837.50
2017년06월26일,1792.27,1449.24,1239.39,837.51
2017년06월27일,1791.02,1447.56,1237.91,836.73
2017년06월28일,1789.14,1446.23,1236.74,836.06
2017년06월29일,1788.95,1444.98,1235.64,836.01
2017년06월30일,1788.52,1444.10,1234.86,835.48
2017년07월01일,1788.61,1442.37,1232.91,834.86
2017년07월02일,1789.02,1441.80,1232.16,834.23
2017년07월03일,1788.43,1441.16,1231.72,833.60
2017년07월04일,1788.48,1440.41,1230.93,833.51
2017년07월05일,1787.90,1439.67,1230.41,833.13
2017년07월06일,1788.82,1439.24,1230.08,832.49
2017년07월07일,1787.56,1438.93,1229.63,832.10
2017년07월08일,1787.92,1438.51,1229.10,831.60
2017년07월09일,1787.54,1438.33,1228.80,831.91
2017년07월10일,1787.55,1438.21,1229.02,831.88
2017년07월11일,1790.36,1438.76,1229.67,831.83
2017년07월12일,1790.83,1438.42,1229.40,831.41
2017년07월13일,1791.06,1438.22,1229.21,831.39
2017년07월14일,1791.28,1438.05,1229.32,831.30
2017년07월15일,1791.43,1437.96,1228.95,830.82
2017년07월16일,1791.06,1437.97,1228.83,830.80
2017년07월17일,1790.91,1438.00,1229.42,830.85
2017년07월18일,1788.87,1437.89,1229.20,830.79
2017년07월19일,1788.88,1437.75,1229.21,830.53
2017년07월20일,1788.38,1437.78,1229.31,830.62
2017년07월21일,1788.69,1437.68,1229.31,830.55
2017년07월22일,1788.63,1437.64,1229.10,830.56
2017년07월23일,1789.13,1437.58,1228.91,830.40
2017년07월24일,1789.37,1437.59,1229.35,830.29
2017년07월25일,1789.71,1437.70,1229.46,829.91
2017년07월26일,1789.17,1437.85,1229.65,830.07
2017년07월27일,1788.49,1438.02,1229.74,829.95
2017년07월28일,1788.52,1438.20,1230.08,829.67
2017년07월29일,1789.21,1438.31,1230.18,829.62
2017년07월30일,1789.94,1438.48,1230.21,829.62
2017년07월31일,1789.50,1438.87,1230.91,829.76
2017년08월01일,1789.87,1439.43,1231.63,829.40
2017년08월02일,1789.97,1439.82,1232.14,829.29
2017년08월03일,1791.11,1440.31,1232.91,829.39
2017년08월04일,1791.95,1440.98,1233.55,829.37
2017년08월05일,1792.38,1441.50,1234.17,829.23
2017년08월06일,1793.08,1441.89,1234.37,829.31
2017년08월07일,1792.46,1442.77,1235.69,829.32
2017년08월08일,1795.71,1444.78,1237.83,830.38
2017년08월09일,1798.43,1446.06,1239.10,831.00
2017년08월10일,1801.44,1447.55,1240.77,831.38
2017년08월11일,1801.69,1448.48,1241.79,832.06
2017년08월12일,1802.36,1449.53,1242.71,832.23
2017년08월13일,1802.24,1450.09,1243.08,832.49
2017년08월14일,1803.50,1450.81,1244.05,832.99
2017년08월15일,1806.86,1452.62,1245.59,832.80
2017년08월16일,1808.32,1453.26,1246.56,833.33
2017년08월17일,1810.47,1454.28,1247.56,833.48
2017년08월18일,1810.76,1455.01,1248.30,833.41
2017년08월19일,1810.15,1455.60,1248.92,833.61
2017년08월20일,1810.02,1455.99,1249.14,833.67
2017년08월21일,1809.69,1456.62,1249.90,833.58
2017년08월22일,1810.82,1457.27,1250.72,833.78
2017년08월23일,1811.12,1457.81,1251.24,833.30
2017년08월24일,1811.26,1458.37,1251.78,833.00
2017년08월25일,1810.85,1458.81,1252.13,832.67
2017년08월26일,1811.88,1459.66,1252.84,832.80
2017년08월27일,1811.97,1460.09,1253.06,832.74
2017년08월28일,1811.23,1460.66,1253.84,833.34
2017년08월29일,1811.86,1461.60,1254.68,833.69
2017년08월30일,1812.96,1462.30,1255.28,833.95
2017년08월31일,1813.23,1462.61,1255.71,833.95
2017년09월01일,1814.60,1463.76,1256.63,833.97
2017년09월02일,1814.13,1464.34,1256.87,834.17
2017년09월03일,1814.65,1464.73,1257.03,834.20
2017년09월04일,1813.56,1465.35,1257.79,834.20
2017년09월05일,1814.42,1466.28,1258.34,834.33
2017년09월06일,1814.35,1466.99,1258.77,834.44
2017년09월07일,1815.43,1467.98,1259.70,834.74
2017년09월08일,1815.99,1469.35,1261.03,835.09
2017년09월09일,1816.14,1470.74,1262.06,835.60
2017년09월10일,1816.46,1471.63,1262.61,835.80
2017년09월11일,1816.06,1472.94,1264.02,835.91
2017년09월12일,1820.25,1475.32,1266.83,836.69
2017년09월13일,1821.24,1477.01,1268.36,836.91
2017년09월14일,1822.70,1478.52,1269.71,837.67
2017년09월15일,1823.78,1480.04,1271.40,838.18
2017년09월16일,1824.40,1481.65,1272.82,838.65
2017년09월17일,1823.89,1482.53,1273.39,838.96
2017년09월18일,1825.35,1483.77,1274.84,839.33
2017년09월19일,1826.16,1485.17,1276.16,839.50
2017년09월20일,1826.06,1486.11,1277.17,839.52
2017년09월21일,1826.46,1487.25,1278.30,840.06
2017년09월22일,1827.73,1488.24,1279.34,840.37
2017년09월23일,1827.18,1489.15,1280.14,840.56
2017년09월24일,1828.88,1489.69,1280.42,840.66
2017년09월25일,1829.13,1490.52,1281.54,841.06
2017년09월26일,1827.40,1491.59,1282.56,841.32
2017년09월27일,1828.77,1492.61,1283.51,841.58
2017년09월28일,1828.46,1493.88,1284.76,841.35
2017년09월29일,1829.84,1495.49,1286.33,842.04
2017년09월30일,1830.76,1497.04,1287.99,842.99
2017년10월01일,1831.53,1498.61,1289.44,843.33
2017년10월02일,1832.86,1499.74,1290.64,843.87
2017년10월03일,1834.49,1500.86,1291.64,844.23
2017년10월04일,1835.28,1501.29,1292.07,844.60
2017년10월05일,1834.78,1501.73,1292.52,844.84
2017년10월06일,1833.33,1502.14,1292.86,845.60
2017년10월07일,1833.92,1502.37,1293.05,845.53
2017년10월08일,1834.50,1502.52,1293.17,845.37
2017년10월09일,1834.32,1502.79,1293.63,845.51
2017년10월10일,1833.25,1503.00,1293.86,845.35
2017년10월11일,1835.23,1503.39,1294.35,845.90
2017년10월12일,1835.65,1503.75,1294.79,846.21
2017년10월13일,1835.07,1504.14,1295.24,847.08
2017년10월14일,1835.41,1504.48,1295.57,847.65
2017년10월15일,1835.51,1504.73,1295.52,847.52
2017년10월16일,1835.43,1505.13,1296.30,847.62
2017년10월17일,1836.07,1505.46,1296.58,848.29
2017년10월18일,1836.06,1505.53,1296.72,848.85
2017년10월19일,1835.80,1505.79,1297.04,849.33
2017년10월20일,1835.65,1506.00,1297.28,849.78
2017년10월21일,1835.34,1506.18,1297.32,850.05
2017년10월22일,1835.63,1506.32,1297.29,850.17
2017년10월23일,1836.29,1506.44,1297.76,850.05
2017년10월24일,1837.36,1506.61,1298.06,850.36
2017년10월25일,1837.29,1506.74,1298.36,850.78
2017년10월26일,1837.00,1506.88,1298.45,851.01
2017년10월27일,1836.10,1507.00,1298.62,851.20
2017년10월28일,1836.49,1507.12,1298.64,851.63
2017년10월29일,1836.22,1507.24,1298.65,851.49
2017년10월30일,1836.74,1507.50,1299.12,851.93
2017년10월31일,1836.41,1507.71,1299.33,852.46
2017년11월01일,1836.79,1508.62,1300.42,853.21
2017년11월02일,1837.22,1508.95,1300.90,853.57
2017년11월03일,1837.44,1509.35,1301.18,853.87
2017년11월04일,1838.14,1509.82,1301.58,854.55
2017년11월05일,1838.36,1510.06,1301.76,854.85
2017년11월06일,1838.04,1510.48,1302.67,855.13
2017년11월07일,1840.38,1512.06,1304.13,855.96
2017년11월08일,1842.40,1513.34,1305.54,856.71
2017년11월09일,1843.49,1514.43,1306.59,857.23
2017년11월10일,1844.16,1515.57,1307.84,857.96
2017년11월11일,1844.70,1516.76,1308.84,859.14
2017년11월12일,1844.54,1517.56,1309.36,859.62
2017년11월13일,1844.80,1518.65,1310.79,860.53
2017년11월14일,1847.47,1520.74,1312.47,861.63
2017년11월15일,1850.48,1521.86,1313.66,862.75
2017년11월16일,1851.40,1522.81,1314.62,863.88
2017년11월17일,1850.50,1523.72,1315.54,865.15
2017년11월18일,1850.93,1524.64,1316.30,865.81
2017년11월19일,1851.52,1525.20,1316.65,866.54
2017년11월20일,1852.48,1525.97,1317.77,867.26
2017년11월21일,1853.12,1526.88,1318.76,868.08
2017년11월22일,1853.54,1527.60,1319.50,868.70
2017년11월23일,1853.82,1528.28,1320.24,869.73
2017년11월24일,1852.33,1529.12,1321.02,870.77
2017년11월25일,1852.52,1529.99,1321.87,871.87
2017년11월26일,1852.52,1530.41,1322.11,872.22
2017년11월27일,1852.09,1531.27,1323.38,873.01
2017년11월28일,1852.94,1532.20,1324.24,873.75
2017년11월29일,1853.11,1533.11,1325.08,874.92
2017년11월30일,1853.63,1533.76,1325.78,875.69
2017년12월01일,1853.66,1534.92,1327.06,877.04
2017년12월02일,1853.97,1535.66,1327.66,877.90
2017년12월03일,1855.07,1536.08,1327.89,878.42
2017년12월04일,1854.84,1536.55,1328.63,879.07
2017년12월05일,1854.96,1536.83,1328.99,879.59
2017년12월06일,1855.37,1537.35,1329.52,880.57
2017년12월07일,1855.28,1537.85,1329.85,881.08
2017년12월08일,1855.95,1538.13,1330.20,881.62
2017년12월09일,1856.24,1538.36,1330.31,881.83
2017년12월10일,1855.72,1538.55,1330.33,882.22
2017년12월11일,1855.06,1538.86,1330.99,882.81
2017년12월12일,1855.24,1539.28,1331.29,883.20
2017년12월13일,1854.39,1539.47,1331.57,883.87
2017년12월14일,1854.78,1539.97,1332.08,884.40
2017년12월15일,1855.45,1540.38,1332.49,884.92
2017년12월16일,1855.17,1540.66,1332.66,885.26
2017년12월17일,1855.18,1540.85,1332.68,885.43
2017년12월18일,1855.17,1541.12,1333.36,885.86
2017년12월19일,1855.53,1541.55,1333.75,886.49
2017년12월20일,1856.40,1541.76,1333.99,886.84
2017년12월21일,1856.41,1541.99,1334.31,886.93
2017년12월22일,1856.79,1542.30,1334.57,887.29
2017년12월23일,1856.14,1542.58,1334.72,887.41
2017년12월24일,1856.68,1542.77,1334.62,887.44
2017년12월25일,1856.93,1542.87,1334.85,887.53
2017년12월26일,1856.32,1542.99,1335.22,888.02
2017년12월27일,1855.90,1543.24,1335.45,888.15
2017년12월28일,1855.74,1543.52,1335.82,888.45
2017년12월29일,1855.82,1543.74,1335.98,888.34
2017년12월30일,1856.28,1543.99,1336.12,888.44
2017년12월31일,1856.51,1544.11,1335.94,888.61
2018년01월01일,1856.95,1544.62,1336.40,888.77
2018년01월02일,1855.84,1544.93,1337.13,889.13
2018년01월03일,1857.61,1545.28,1337.44,889.63
2018년01월04일,1857.49,1545.57,1337.83,890.10
2018년01월05일,1857.60,1546.36,1338.72,890.83
2018년01월06일,1857.36,1546.89,1339.14,891.43
2018년01월07일,1857.23,1547.13,1339.20,891.75
2018년01월08일,1856.80,1547.49,1339.89,892.08
2018년01월09일,1856.27,1547.80,1340.26,892.51
2018년01월10일,1856.82,1548.16,1340.81,893.19
2018년01월11일,1856.75,1548.67,1341.37,893.92
2018년01월12일,1857.72,1549.23,1341.98,894.59
2018년01월13일,1858.03,1549.76,1342.49,895.09
2018년01월14일,1858.17,1550.16,1342.67,895.24
2018년01월15일,1858.61,1550.69,1343.60,895.65
2018년01월16일,1859.43,1551.58,1344.49,896.46
2018년01월17일,1860.38,1552.16,1345.19,897.08
2018년01월18일,1861.71,1552.73,1345.96,897.70
2018년01월19일,1861.68,1553.32,1346.66,898.14
2018년01월20일,1862.64,1553.92,1347.17,898.61
2018년01월21일,1861.95,1554.19,1347.27,898.61
2018년01월22일,1862.46,1554.73,1348.26,899.07
2018년01월23일,1862.29,1555.27,1348.97,899.77
2018년01월24일,1863.61,1555.85,1349.88,900.58
2018년01월25일,1863.86,1556.44,1350.65,901.36
2018년01월26일,1863.56,1557.14,1351.51,902.07
2018년01월27일,1863.86,1557.76,1352.14,902.61
2018년01월28일,1863.36,1558.12,1352.37,902.78
2018년01월29일,1863.57,1558.67,1353.35,903.44
2018년01월30일,1865.36,1559.63,1354.53,904.38
2018년01월31일,1866.19,1560.34,1355.49,904.90
2018년02월01일,1867.26,1561.40,1356.76,905.78
2018년02월02일,1867.26,1562.05,1357.48,906.49
2018년02월03일,1867.14,1562.60,1357.98,907.00
2018년02월04일,1867.25,1562.80,1358.08,907.24
2018년02월05일,1867.11,1563.14,1358.81,907.74
2018년02월06일,1868.33,1563.90,1359.61,908.62
2018년02월07일,1869.02,1564.38,1360.15,909.01
2018년02월08일,1868.47,1564.80,1360.64,909.38
2018년02월09일,1868.83,1565.11,1360.99,909.49
2018년02월10일,1869.78,1565.31,1361.07,909.58
2018년02월11일,1869.07,1565.34,1360.95,909.81
2018년02월12일,1869.59,1565.47,1361.39,910.29
2018년02월13일,1869.27,1565.51,1361.47,910.32
2018년02월14일,1869.05,1565.72,1361.58,910.28
2018년02월15일,1868.01,1565.98,1361.65,910.39
2018년02월16일,1868.12,1566.02,1361.73,910.54
2018년02월17일,1867.37,1565.99,1361.76,910.51
2018년02월18일,1865.60,1565.95,1361.69,910.40
2018년02월19일,1865.98,1565.76,1361.78,910.52
2018년02월20일,1865.81,1565.46,1361.47,910.41
2018년02월21일,1866.86,1565.06,1361.18,910.28
2018년02월22일,1866.61,1564.67,1360.79,910.37
2018년02월23일,1866.50,1564.48,1360.61,910.35
2018년02월24일,1866.79,1564.30,1360.53,910.28
2018년02월25일,1866.58,1564.23,1360.26,910.19
2018년02월26일,1866.70,1564.17,1360.47,910.25
2018년02월27일,1866.26,1564.07,1360.35,910.20
2018년02월28일,1865.75,1563.88,1360.18,910.10
2018년03월01일,1865.64,1563.68,1359.91,910.06
2018년03월02일,1866.35,1563.46,1359.86,910.05
2018년03월03일,1865.37,1563.15,1359.44,910.06
2018년03월04일,1864.33,1562.95,1359.13,909.94
2018년03월05일,1863.63,1562.76,1359.14,909.93
2018년03월06일,1863.61,1562.75,1359.18,909.93
2018년03월07일,1863.82,1562.37,1358.81,909.70
2018년03월08일,1864.29,1562.02,1358.40,909.65
2018년03월09일,1864.40,1561.53,1358.13,909.71
2018년03월10일,1864.14,1561.12,1357.58,909.52
2018년03월11일,1863.95,1560.89,1357.24,909.50
2018년03월12일,1863.81,1560.60,1357.27,909.39
2018년03월13일,1863.00,1560.02,1356.71,909.24
2018년03월14일,1862.67,1559.27,1356.09,909.37
2018년03월15일,1861.95,1558.55,1355.18,909.19
2018년03월16일,1860.89,1557.87,1354.71,909.23
2018년03월17일,1861.59,1557.16,1354.06,909.22
2018년03월18일,1861.76,1556.94,1353.50,908.85
2018년03월19일,1860.22,1556.44,1353.20,908.79
2018년03월20일,1859.72,1555.54,1352.41,908.62
2018년03월21일,1859.08,1554.72,1351.57,908.44
2018년03월22일,1858.43,1554.20,1351.19,908.46
2018년03월23일,1858.68,1553.67,1350.72,908.16
2018년03월24일,1859.06,1553.36,1350.26,908.06
2018년03월25일,1858.84,1553.23,1349.89,908.04
2018년03월26일,1858.77,1552.94,1350.13,907.97
2018년03월27일,1858.73,1553.03,1350.21,907.81
2018년03월28일,1858.86,1552.76,1350.00,907.65
2018년03월29일,1857.86,1552.41,1349.67,907.46
2018년03월30일,1857.68,1552.09,1349.34,907.35
2018년03월31일,1858.03,1551.86,1348.97,907.27
2018년04월01일,1857.66,1551.62,1348.50,907.31
2018년04월02일,1858.00,1551.29,1348.65,907.14
2018년04월03일,1859.31,1551.29,1348.69,907.17
2018년04월04일,1859.86,1551.10,1348.50,907.09
2018년04월05일,1859.12,1550.91,1348.30,906.87
2018년04월06일,1858.51,1550.69,1348.13,906.92
2018년04월07일,1858.66,1550.52,1347.92,906.82
2018년04월08일,1859.33,1550.45,1347.58,906.74
2018년04월09일,1859.29,1550.34,1347.82,906.66
2018년04월10일,1859.31,1550.04,1347.59,906.67
2018년04월11일,1858.59,1549.73,1347.31,906.45
2018년04월12일,1858.99,1549.69,1347.39,906.43
2018년04월13일,1859.31,1549.64,1347.35,906.52
2018년04월14일,1859.03,1549.65,1347.02,906.66
2018년04월15일,1859.32,1549.68,1346.99,906.71
2018년04월16일,1858.53,1549.72,1347.41,906.86
2018년04월17일,1859.59,1550.00,1347.81,906.93
2018년04월18일,1859.72,1550.11,1348.00,907.09
2018년04월19일,1860.00,1550.39,1348.31,907.00
2018년04월20일,1860.07,1550.83,1348.74,907.13
2018년04월21일,1860.58,1551.20,1349.12,907.05
2018년04월22일,1860.17,1551.34,1349.11,906.94
2018년04월23일,1860.54,1551.69,1349.54,906.87
2018년04월24일,1861.05,1552.22,1350.32,906.97
2018년04월25일,1861.87,1552.76,1350.94,906.93
2018년04월26일,1862.61,1553.33,1351.72,906.93
2018년04월27일,1862.79,1554.15,1352.57,907.45
2018년04월28일,1862.58,1554.78,1353.13,907.57
2018년04월29일,1863.84,1555.14,1353.33,907.32
2018년04월30일,1863.61,1555.65,1354.19,907.48
2018년05월01일,1865.07,1557.66,1356.19,908.13
2018년05월02일,1865.36,1558.46,1357.02,908.40
2018년05월03일,1865.39,1559.37,1358.06,908.79
2018년05월04일,1866.04,1560.30,1359.11,909.22
2018년05월05일,1866.21,1561.55,1360.26,909.83
2018년05월06일,1866.82,1562.08,1360.67,910.11
2018년05월07일,1866.29,1562.73,1361.45,910.56
2018년05월08일,1866.92,1563.59,1362.69,910.70
2018년05월09일,1868.02,1565.32,1364.54,911.24
2018년05월10일,1869.26,1567.32,1366.73,912.05
2018년05월11일,1870.04,1569.89,1369.44,913.16
2018년05월12일,1870.88,1572.13,1371.82,914.37
2018년05월13일,1871.13,1573.17,1372.70,915.01
2018년05월14일,1872.25,1574.67,1374.72,915.73
2018년05월15일,1875.60,1577.27,1377.49,916.74
